sentence	label
tomorrow's opening match of the tournament will be played by the American team, which will be played by a 7-6 victory over the Croatian team.	1
last night, as he was preparing for the Olympic Games, he learned the sad lesson that there was only room for one Cinderella in the boxing ring.	1
when he visited the most sacred temple of the Tibetan monastery, the boy chosen by the Chinese government to be reborn as a Panchen Lama, the crowd of monks greeted him warmly, according to the report, which gave rare publicity to one of his.	0
the debate about whether companies should treat stock options as a cost is mixed in the area of washington, some of which would be lost if the accounting rules change.	3
workers at the main oil company in Sri Lanka have called a two-day strike, protesting against the government's plans to sell the company.	2
sony and Microsoft face a consumer apathy that attempts to turn the console into a multi-purpose entertainment device.	3
on Sunday, the 86th U.S. PGA championship was won by Fiji's Vijay Singh, who held his composure to win the championship.	1
the lawyer of the prominent rights activist accused of tarnishing the image of the Arab state has agreed to release him on bail, one of his lawyers said.	0
Israel's psychological war against hundreds of prisoners on hunger strike.	0
"according to the statement, the company's new software tool, known as ""phishing,"" can detect fraudulent websites used to carry out phishing."	3
on Monday, the oil industry official said the government would cut the duties on oil products, which would help prevent inflation without hurting the profitability of oil companies.	0
the interim prime minister, iyad Allawi, urged the Iraqi court to speed up the trial of the toppled leader, Sadam Hussein and his aides.	0
the new terrorist summit raises fears that the bomb maker and pilot could be a key player in the attack on the U.S.	0
the Japanese unit of the Japanese firm, which is also planning to sell its desktop computer, is also looking for an executive from the competition.	2
the same greek philosophers who declared the first truce for the Olympic Games have foreseen a universe not just where many countries can live, but also a universe inhabited by many such worlds?	3
this month, the regulator could still launch an investigation into the acquisition of contentguard by the two titans.	3
roundup: Microsoft's updated work... a new generation of desktop... a new generation of desktop...	3
ap - a 12-year-old girl, hoping for a better life, is riding a bike to a village of poor farmers, carrying a laptop with a high-speed, wireless internet connection.	3
they found a large cistern with 28 steps leading to a deep underground pool of water, which they believe John the baptist had baptized many of his followers.	0
the high-tech thumbprint devices were meant to prevent people from voting more than once in the recall vote against the president of the president of the president of the president of the president of the president of the president of the president of the president of the president	3
ap - Robert D. Wall is too careful a scientist to say he's on the brink of a sensational discovery.	3
on Monday, three Americans were detained in Afghanistan for torturing and torturing Afghan detainees.	0
the only thing that Geoff mcarthur needed to prove that the Golden Bear football has changed since his freshman year was a short walk around the California campus.	1
on Tuesday, the news channel reported that the suspected militants kidnapped an Iraqi intelligence officer in response to the battle in the holy city of Najaf.	0
an achilles injury could cause a missed Olympic 10,000m.	0
after the internet search company asked the regulator to approve the paperwork required for the sale, the stock market appeared to be on track for the week.	3
on Monday, the jury began the selection of the jury for the haitian leader convicted of killing a businessman and ordering the massacre in the early 1990s.	0
investor.reuters.com / fullquote.aspx?ticker=Chicago / San Francisco (reuters) - Options traders have built bullish positions in the market.	2
investor.reuters.com / fullquote.aspx? ticker = kkd.n target = / stocks	2
athens (reuters) - to prepare for the Olympic Games, Kerri Pottharst was preparing to be a team mate.	1
on Monday, a flash flood swept over the seaside cities of southwestern England, and dozens of people were rescued from cars, trees and rooftops by emergency helicopters and lifeboats.	0
3com's entry into the wireless market is a partnership with the start-up trapeze network.	3
#151 - archaeologists believe they found a cave where John baptized thousands of followers #151; they believe the ritual jars were used to clean the feet of the ritual jars #151; they believe the ritual jars were used to clean the feet of the ritual jars	3
the company's initial public offering, which was announced on Tuesday, was a significant step forward, as the company announced that it was the last opportunity to withdraw or change the offer. &lt	3
in the second quarter, despite a slight increase in revenue, the company's second quarter was a loss, as the company was expected to be much more profitable than expected.	3
it's no wonder that the man with the most popular hands in the city is Tetsuo.	0
four days after Hurricane Charley slammed into the area, city workers distributed water to trucks and urged residents to stay calm.	0
on Monday after missing the first two weeks of training camp, Walt Harris will take his first full practice as a redhead.	1
in a statement, the company said that the new windows-only harmony technology, which allows the music store to be played on Apple's ipod, will be displayed in a series of print, radio and online advertising.	3
after conceding that the security of the Windows XP operating system is vulnerable to security breaches, Microsoft Corp. has completed a major software overhaul.	2
the proposed power line in southwestConnecticut, which would increase costs by more than 40 percent, was proposed by New York, Uil, and New England's grid operator.	2
the game against the Toronto Blue Jays was a game in which players renew their promise to play together.	1
Sabi Arabia has launched a radio advertising campaign in 19 U.S. cities, which is based on the Commission's report on the role of the Commission in combating terrorism.	0
on Tuesday, the security forces were put on alert by the maoist guerrillas, who threatened to block the capital's main road.	0
on Tuesday, the Israeli government invited the construction of 1,001 new homes in the West Bank, which is contrary to the U.S.-backed peace plan, which calls for a freeze.	0
ap - the plate at the national league was a big night for the plate, albert Pujols and Chipper Jones.	1
as rising costs of oil prices are pushing inflation higher, the Chinese economy could moderate the price of oil this year, according to analysts and state media.	0
the boys have returned to the medal stand for 20 years.	1
investor.reuters.com / fullquote.aspx?ticker=el.n target=/stocks	2
PC World - A small 802.11b adapter will work with Zire 72, tungsten t3.	3
a thousand identical twins, triplets and quadruplets were gathered in a small French village called A-F-P.	0
after Hurricane Charley, power was restored in Florida for about seven weeks, and officials estimate it will take weeks to restore power.	0
after a flash flood, the day before, a wall of water flooded the picturesque tourist site, and rescue workers searched the coast of the village.	0
deere  co. &lt; a href = http: / / www.investor.reuters.com / fullquote.aspx? ticker = de.n target = / stocks / quickinfo / fullquote.aspx? ticker	2
the Google Inc. stock is the world's most popular search engine, and the company's stock is the world's most popular stock.	2
on Tuesday, two separate reports showed inflationary pressures were contained in July and August, and the US housing market has rebounded sharply.	2
in the meantime, Intel Corp. (intc) said it will not offer a chip for projection screens by the end of 2004.	3
on Tuesday, the dollar strengthened against the euro, as the U.S. economy failed to significantly change expectations for the Federal Reserve's interest rate.	2
the father of a computer engineer detained in Pakistan last month, who was suspected of links to al-Qaeda, filed a petition on Tuesday.	0
this year, real estate investment trusts such as the capitalization of shopping malls and industrial buildings may be more profitable than the market.	2
there's a sheltered cove on the pink granite coast of the gulf of St. Lawrence, where the whale relationship has been witnessed by the full range of human relationships with whales. &lt	3
the palmone has announced a Wi-Fi SD card for the palmone, which will allow you to connect to the built-in bluetooth.	3
according to a new report from the National Science Foundation, more than a fifth of us are not in the # 39 degree.	3
the microscopic organisms are known to be able to destroy the marine life of the sea, and the beaches are threatened by destructive algae.	3
last week, scientists said that the coral itself was not the only source of light, but that bacteria living in it.	3
in March, a senior al Qaeda operative was arrested in Britain, and he was detained near the border with Pakistan.	0
the new version of Windows is # 39; it's a little different from the old version.	3
# 39;s office, including those in the PM's office, have been banned from talking about what happened to # 39;s office.	0
on Tuesday, eight men were charged with conspiracy to murder and other terrorism offences, some of which were linked to plans for the U.S. stock exchange.	0
"- A href = ""http: / / / www.investor.reuters.com / fullquote.aspx? ticker = HD.n target = / stocks / quickinfo / fullquote"""	2
when to grow and sell the stock, legg mason's mary chris gay knows when to pay.	2
# 39; we found a new species of flightless bird found only on a small island in the northern part of the island of Calayan.	3
the prime minister's approval of the construction of 1,000 more Israeli settlers in the occupied West Bank has been postponed, according to plans to avoid conflict with Washington, which had been abandoned in the past.	0
symantec has announced a new version of its security products - beefing up the real-time and automated functions - and will be released in the next few weeks.	3
afp - the Swiss airline said it had reduced its net loss by about 90 per cent, but warned that the cost of fuel was hampering the airline's ability to improve its performance.	0
on January 5, the trial will be held by the CEO of the healthsouth company, richard scrushy.	2
the leader of the Spanish government, Hugo Chavez, has accused the opposition of fraud in the referendum he seems to have won.	0
on Tuesday, the department store operator, JCP.N, reported a quarterly profit of $1.5 billion, reversing a loss of $1.4 billion a year ago.	2
after news that the RCMP has launched an investigation into accounting practices at the telecommunications company, shares of the Nortel network fell sharply.	2
in the 10th, Phoenix (ticker) -- Jack Wilson's sacrifice fly was lifted to the top of the 10th.	1
in Kabul, a court martial accused of running a private torture chamber has been held in the US embassy, where he claims he was detained by the FBI.	0
on Tuesday, after the Army announced that it would not extend the deadline for the company to explain its billing in Iraq, Halliburton (hal:nyse - news - research) fell.	2
on Monday, the US military said there were several casualties in the clashes with the Iraqi government # 39; the US military said there were several casualties.	0
afp - the US military has denied reports that the US military has launched air strikes against the Taliban in Afghanistan.	0
"on Monday, after the West, he was arrested by the New York Police Department, who allegedly called himself a ""quot""; a # 39; in an online profile."	3
the Washington Redskins released a security guard, a starter for 15 games last season.	1
# 39;s decision to boycott the Olympic Games is an attack on the Olympic ideal.	1
# 39, the game at Dodger Stadium, he was everywhere.	1
# 39;s Google Inc. (goog.o: Google Inc. (goog.o: Google Inc. (goog.o: Google Inc. (goog.o: Google Inc. (goog.o: Google Inc	2
the market's fears about inflation, at least for the short term, and the price of oil, which has fallen sharply, have eased investors' concerns about inflation.	2
# 39;s flamboyant premier Silvio Berlusconi has been hosting a holiday party for Britain # 39;s tony blair	0
- Canada, the United Kingdom and Ireland will soon be able to import cheaper prescription drugs from Canada, the United Kingdom and Ireland, sidestepping the U.S. government's objections.	2
in 2050, India will be the world's most populous country, growing by 50% in the next 46 years to reach more than 1.6 billion people.	0
on Monday, Chicago Motorola Inc. and Hewlett-Packard Co. announced a new deal to help mobile phone operators use the Linux-based computer system.	3
when he lost to unseeded tomas berdych of the Czech Republic, he was no longer in the Olympic tennis tournament.	1
the serendipitous moments when birds and time are together for a memorable photo, the birdman of Belair Mathew Tekulsky.	3
ap - the U.S. government has ruled out the possibility of building 1,000 new homes in the West Bank, which is contrary to the U.S.-led Middle East peace plan.	0
on Tuesday, the price of oil rose to a new record high of $112.5 a barrel, according to the latest U.S. economic data, which showed inflationary pressures were eased.	2
in the effort to improve weather forecasts, predict energy needs and even predict disease outbreaks, scientists are planning to take a pulse of the planet -- and more -- in an effort to improve forecasts.	3
Fedex Kinko # 39; Tuesday's free software is a Windows user-to-windows printer, binding, and shipping service.	3
on Tuesday, Illinois Governor Bruce Rauner announced that the state would soon be running a website to help residents buy drugs from the United Kingdom, Ireland and the United States.	0
the British police arrested eight suspects on Tuesday, accused of plotting to murder and use radioactive materials, toxic gases, chemicals or explosives.	0
Microsoft (quote, chart) is ready to release the mainframe and legacy applications of the mainframe and legacy applications.	3
ap - Robert Porcher knows he's going to end his career.	1
the iee 802.11 task group n (tgn), which is chartered with the development of a next-generation..	3
the British police have identified a suspect named Abu Musa al Hindi, a key suspect in the plot to attack us.	0
it is designed to make it easier for users to connect to the latest version of the host integration server, which replaces the 2000 version.	3
the analysts warn that the delay in shipment of g5 chips from IBM could affect the bottom line of the apple computer.	3
it's going to sell songs for $49 cents and albums for $4.99 for three weeks.	3
today, the British police said they believed there were no deaths in the flash flooding that hit the seaside town of southwest England.	0
demographers say that the world's population is facing a long-term decline or decline in many large industrialized countries.	0
on Monday, the men # 39 at the Athens Olympics took revenge on the men's # 39;s gymnastics steam.	1
HP (nyse: hpq) d530 Business Desktop, equipped with a 2.8 GHz Pentium 4 with hyperthreading technology.	3
the conference's participants identified faster ways to create digital signatures using common security algorithms.	3
on Wednesday, a bomb exploded in the home of a senior leader of the Jewish community in Gaza, killing four people and injuring several others.	0
Greece - the Greek government has played a key defensive role in preventing the United States from winning the lead, preventing him from a clean layup attempt that could have been decisive.	0
Bangalore - the success of the Indian # 39;s high-tech industry and outsourcing industry has been built in Bangalore, but the southern city has become a victim of its success.	3
http: / / www.investor.reuters.com / fullquote.aspx? ticker = bgp.n target = / stocks / quickinfo / fullquote.aspx? ticker = bgp.n	2
reuters - the new issue of the magazine's magazine\isn't drawing attention to the trademark\centerfold, but to an interview with the founders of Google Inc.	3
a grim funeral service was held to bury 160 people killed in a refugee camp in Burundi.	0
in a terrible day, he was taken away by the world's number one roger federer # 39; the highest target for the year -- an Olympic tennis gold medal -- was taken away.	1
just days before the release of the rest of the company's financial results, the Royal Canadian Mounted Police (RCMP) launched a criminal investigation into the financial accounting of the network's equipment.	2
the statement said that Mark Latham, the leader of the Opposition Labor Party, had been taken to hospital with pancreatitis.	0
#151; scientists plan to take a pulse of the planet #151; and more #151; to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch is abundant	3
the Securities and Exchange Commission is preparing to curb the fund companies that would sell the funds to the broker-dealer.	2
last night, the realnetworks launched a price war on the internet music market, which began with an aggressive campaign to challenge Apple's market share	3
on Tuesday, the eight members of the Najaf team were taken to the najaf by the religious and political leaders of the Islamic Republic.	0
Microsoft Corp. has delayed automatic update of Windows XP Service Pack 2 to users in the US.	3
the explosion on Tuesday was caused by a car bomb, according to the interior ministry.	0
in a billion-dollar deal, the arlington-based retail developer plans to buy half of the lakeforest mall in Gaithersburg and eight other shopping centers around the country.	2
aug 18 (pid) - the outgoing ambassador of the Qatar, Mr Abdullah Abdullah al-dosari, paid a call on the president of the General Assembly.	0
after the Securities and Exchange Commission delayed final approval of the company #39;s prospectus yesterday, the company's stock was held by Google Inc.	2
on Wednesday, China's six-way talks on dismantling North Korea's nuclear program were halted by the Chinese government, hoping that all parties would remain calm and flexible and resume negotiations.	0
the Minnesota Twins defeated the New York Yankees in the regular season for the first time since 2001, with eight runs from Brad Radke and Corey Koskie.	1
the new pilot program offers a discount warehouse chain known for selling #39;em high, and selling #39;em cheap.	2
on Thursday, Eli will take his first professional game in the N.F.L. draft.	1
Beijing hinted that if the US releases any detainees from the US-led west of the xinjiang region, they should be sent to Beijing.	0
the lawyers of Michael Jackson's lawyers failed to get evidence from the raid on his ranch.	0
# 39;s wholesale club inc. is preparing for a legal battle with credit card-issuing banks, which demand $16 million to offset fraudulent charges and other costs associated with a breach of security.	2
eight suspects have been charged with murder and the use of radioactive materials, toxic gases, chemicals or explosives;	0
by the end of the year, the US financial services group will withdraw about $5 billion from the group's funds.	2
Apple's popular itunes in the internet music service, realnetworks Inc., yesterday declared war on the company's computer and its popular itunes.	3
on Tuesday night, the giants won the ninth game, and the seventh game, and the eighth game, and the eighth game, and the eighth game.	1
in the first inning of the game, the Red Sox's stats, the team's leadoff hitter, Johnny Damon, was hitting a home run to the right field.	1
the Americans were awarded a gold medal on Tuesday, and they were the kind of mistakes that only judges see.	1
the insurer and fund manager, which has been in the british business for more than a decade, reported a better-than-expected profit for the first half of the year.	2
athens (reuters) - Greece # 39; the Olympic host nation has been embarrassed and outraged by the Olympic host nation.	1
he showed up for the first time as a freshman in the darting game, and he was a shot in the back of his head as a freshman.	1
Microsoft revealed that the Windows XP service pack 2 is installed with a number of fixes and updates.	3
on Wednesday, the Jerusalem Post reported that the Israeli military is training in urban and guerrilla warfare in the Israeli military base in Jerusalem.	0
the federal agency that oversees auto safety has decided to limit the amount of data relating to dangerous cars or defective parts.	2
the arbitrators upheld the suspension of the drug ban for two years yesterday at Athens, which was upheld by the Athens Olympic Committee.	1
if you can describe the silver as a thousand cuts, it's death.	1
the documents obtained by the globe and the branch manager of the fleet bank said that hundreds of employees were planning to leave the building today, and that they would be fired immediately.	2
last night, as youkilis and David McCarty joined the likes of trot nixon, Mark Bellhorn, pokey reese, and Ellis, there were other challenges to the red sox.	1
"after washington said the US military would not send the ""wrong signal"" to the US, China appealed to the US not to send the ""wrong signal."""	0
the Vatican's visit to Lourdes last weekend has left a deficit of $1.2 million (\ $1.47 million) for pilgrims eager to go.	0
the famous singer Shane Macgowan will be playing a mini-residency at the London Jazz Club.	0
# 36; 108 to # 36; 95 per share of the initial public offering of Google Inc.	2
on Wednesday, the Chinese government detained eight Roman Catholic priests in the northern part of the province, according to the U.S.-based group, the Chinese Catholic Church.	0
as gasoline prices fell, the US Department of Labor said yesterday that the price of gasoline in the US fell by 0.1 percent in the new York area.	2
the Israeli prime minister, ariel Sharon # 39;s intention to bring the opposition party to the government, the day after he gave the green light to the construction of the 1	0
on Wednesday, the shares of the Philippines were down by $1.5 billion, after a series of negative financial news and a sharp fall in the stock of the American phone company # 39.	2
on Tuesday, the Texas Instruments of Publicly Disclosing Terms of Licensing Agreement, a spokeswoman confirmed that the Texas Instruments of Publicly Disclosing Terms of Licensing Agreement had dropped $18 million.	3
as the price of commodities rose sharply, the company's net profit rose by 83% to $3.51 billion US dollars.	0
zdnet: There are reports that there are known weaknesses in the mathematical functions embedded in common security applications.	3
after a man who wanted to send a loving message to his wife # 39; # 39; # 39; jumped into the diving pool, the Athens	1
#36; 47.01\ a barrel on Wednesday after a new threat to the oil sector of the rebels in Iraq.	2
from $108 to $95, the price range of the initial public offering has been reduced by Google, the world's most popular search engine, by between $85 and $95.	2
summer is a time for romance and the spammers try to make money by sending porn.	3
# 39, the island of Sardinia, was evacuated by a bomb blast shortly after the arrival of the British prime minister, shortly after the visit of the British prime minister.	0
on the night of the 18th of August, the Russian troops were killed in the south Ossetian province of #39, which was broken off by the rebels.	0
on Tuesday, #39 shares fell slightly after the news of an investigation into the Nortel network and its financial accounting.	2
Pakistani authorities announced a bounty of $10,000 for the arrest of six suspects accused of masterminding the assassination attempt on Pervez Musharraf.	0
on Tuesday, the company said it signed a contract with a Japanese bank to manage the document system, which is based on the radio frequency identification.	3
a question of faith was debated by a panel of religious experts, who were just a few miles from the former office of George W. Bush.	0
the earliest epoch of the Milky way galaxy has been revealed by an international team of astronomers using the Uves spectrometer on the eso telescope (Chile).	3
\ $85 to $85, not as much as expected, not as many fish in the Dutch auction.	3
# 39;s highly anticipated initial public offering of Google Inc. # 39;s high-profile price cuts on the stock market have raised investors # 39;	2
# 39; the biggest airline in Europe, Lufthansa, has joined the competition to raise the price of air travel, but the bank has questioned how effective the surcharge will be.	2
on Wednesday, nearly a week after they missed a drug test and were taken to Athens, Greece's sprinters were pulled out of the Athens Games.	1
the Burma government's plan for democracy will fail without the opposition's support.	0
after the cleric of the rebel cleric, Moktada al-Sadr, refused to meet the first peace team on Tuesday, the decision was made.	0
on Wednesday, oil prices rose sharply, and the price of oil has risen by $47 since the last week.	2
on Wednesday, Dillard # 39 posted a second-quarter loss of $15 cents per share, but missed the market's expectations by 15 cents.	2
on Wednesday, oil prices rose sharply, rising to $47 a barrel, which was still a concern for supply from Iraq and Russia.	2
on Wednesday, dillard # 39; s inc. (dds.n: quote, profile, research) reported a smaller quarterly loss, but a drop in the same-year-old-year-old-year-old-year-year-	2
in the Olympic men's basketball team, things are not perfect, but they are very important.	1
bhp # 39;s record-breaking profit was driven by China # 39;s seemingly insatiable demand for commodities.	2
the storm will be a disaster, but it will also cause a lot of trouble on the street, which will be the most destructive in history.	2
with ads and landing pages, you have a few seconds to capture the imagination and click of the searcher.	3
the battle between the Israeli troops and the Israeli troops was nearly an hour long, and at least one Israeli soldier and one Israeli soldier was killed.	0
the government of Israel announced a contract for 1,001..	0
"the Financial Services Authority launched a formal investigation into Citigroup's ""unusual trading activity."""	2
on Wednesday, officials from the Russian Railways # 39;s rail transport monopoly said they would pay the Russian Railways # 39;s rail transport monopoly to ensure that the company continues to receive the oil.	2
on Wednesday, as investors bought shares and oil prices fell, the stock market was higher on Wednesday, as investors bought stocks and oil prices fell.	2
Microsoft said on Tuesday that the update has been released with a near-final version.	3
"investor.reuters.com / full Google Inc. &lt;a href=""http: / / / www.investor.reuters.com / full"""	2
after a joint meeting yesterday, the European Commission issued a statement strongly condemning the recent surge in the euro # 39;	2
investor.reuters.com / fullquote.aspx? ticker = intc.o target = / stocks / quickinfo / fullquote.aspx? ticker = intc.o target = / stocks / quickinfo / fullquote.	2
next month's elections in Iraq will be held under the leadership of Vladimir Putin, who doubts the plans to hold the vote.	0
"on Tuesday, the U.S. Trade Representative said that former U.S. trade commissioner Pascal Lamy would be a ""strong candidate"" for the World Trade Organization,\ but stopped short of officially endorsing him."	0
in the context of the high-end personal computers, Apple faces greater difficulties than previously thought.	3
on the basis of the agreement, the U.S. airlines have agreed to limit the number of passengers arriving at Chicago O'hare International Airport to 88 per hour.	2
the company's new portable video game machine, which is sold in the US and Japan, is selling very well.	3
mozilla Foundation has released an open-source email client to compete with Outlook, which is a Mozilla Foundation # 39.	3
on Tuesday, a group of computer security firms called for more money and resources to focus on the issue of cybersecurity.	3
# 39;s is the biggest fast-service restaurant chain in the country, and it's testing a system that allows it to be fast.	2
the price of his fame has been paid by the canadian who embarrassed the Olympic officials by jumping into the pool during the diving competition.	1
the 51 more bodies found in the area of the northeast, after the two storms, were found by the Canadian press - real, the Philippines (ap) - rescue workers who were struggling to reach the isolated villages.	0
on Wednesday, the Washington Post reported that the radical cleric of the Muslim Brotherhood, Muqtada al-Sadr, had accepted a peace plan to end the war in Najaf.	0
at Boston's airport, they use wireless devices to check the background checks.	3
"on Wednesday, the jury dismissed the jury, saying, ""there was a possibility of development."""	0
on Wednesday, the auto giant Ford confirmed that it would abandon its oracle-powered online procurement system.	3
today, the police detonated a bomb in porto rotondo, sardinia, the same city where Silvio Berlusconi and his wife, Cherie, were staying.	0
after objections from the prosecutor, the judge in the case of the sexual assault of Bryant Bryant has lifted the gag order.	1
"the United Nations refugee agency, UNHCR, is preparing for a ""critical phase"" in the refugee crisis in western sudan, as more people flee ethnic violence and the rainy season."	0
two Israeli helicopters fired two missiles at the target in the Gaza Strip, according to witnesses.	0
the bigfix enterprise suite, which supports and simplifies the installation of Windows XP Service Pack 2 (sp2), has been announced yesterday by a large-scale security vendor.	3
on Wednesday, Kosuke Kamiya won the 200m gold medal in the Olympic Games, and he has now won the 200m gold medal in the Olympic Games.	1
on Wednesday, the latest version of 64-bit Windows XP Professional and Windows Server 2003 Enterprise, which includes a number of new features, including the luna user interface, Windows Messenger, Windows Media Player, Windows Media Player, Windows Media Player, Windows Media	3
the Securities and Exchange Commission has approved the final documents required for the initial public offering of Google Inc. # 39;	2
