sentence	label
Nortel this month made a first major wireless entry into the indian service provider market with an ind	3
Bundled with a bundle of professional video editing applications, the new Motion Special Effects Suite is now	3
A further announcement was made this week at the sun microsystems, javalobby, and infravio, whereby it was revealed certain initiatives were placed as advances in either the Java	3
The migration of the most common forms of webmail to the more recent and less expensive microsoft-backed anti-spam technologies is well advanced, even as some e-mail experts raise doubts as to whether the technology will be able to meet the needs	3
The two companies have entered into a tie-up with the popular online gaming portal, mamestream.com, and with the cinem	3
There is a network of multifunction devices, which share their pc vulnerabilities to worms, to	3
This was done by jeffrey gold, a state judge in the city of David, in the place of Nathan the prophet, n.j.(ap) (now in the land of Canaan, in the land of Benjamin) and by Paterson,	3
By evening, after the sabbath, the company shall close the registration for the offertory for the offering of the offertory for the offering of the inwards of the house of the LORD, setting the set time for the search of	3
Have you tired of those unwelcome pests that break into your computer without your permission? banish intrusive spyware and tracking cookies with yahoo's newly upgraded toolbar and extensions.	3
Google and Yahoo announced today that they have resolved two contentious issues between the companies.	3
And it came to pass in the evening, that, behold, the time was come that the head of the house of the LORD came to meet with the elders of Israel, and said unto them,\\Thus saith the LORD of hosts, The	3
In this article we will look at a means to bypass the access control restrictions of a company's router or firewall. (more commonly known as an access point)	3
In the first year of the reign of king David, in the sixth month, in the fifth day of the month, was there found in the court of the king's house, beside the king's bedchamber, an apple, in a costly d	3
Attendees at this year #146;s powerschool university ramped up their student information system skills with the new powerschool 4.0 and augmented their development activities through peer networking.	3
And the cleveland indians pulled within one game of the lead of al central, scoring four runs in the first inning and beating the minnesota twins, who were also on the field, by seven runs saturday night behind home runs by travis ha	1
As for the men's eights, the fourteenth to canada, the united states beat canada in a time best for the final of the men's olympic eights race, as the two sides renewed their fierce enmity in	1
The nfl mvp who was knocked out of the raiders' loss to kansas city last oct. 20 and had shoulder surgery in november, was 9 for 15 for 69 yards in visiting oakland's 33	1
And the best swimmers set the speed in the 200m freestyle as the name of the most high swimmer swimmer compassed the semi-	0
And in the year of jubile the sheriff of Santa Barbara, asking a judge whether he could release the results of an enquiry into the michael jacks	0
In the land of Gilead and south ossetia, the lords of the Philistines and the Syrians, negotiating with one another a	0
A british journalist that was taken in iraq is now in a place where mock executions are carried out, and is tried in the court	0
In nine years india's first executioner hanged a man for the rape and murder of a schoolgirl.	0
But in the days of their glory, when nato first came to bosnia almost a decade ago, they dwelt in heavily fenced compoundions, and had to wear all manner of armour, even to the teeth, and to the crown of	0
The expectation of the reapers is that soaring crude prices will have a tendency to make the stock market rise this week through the season of the\summer doldrums.	2
And the new yorker shall come one of three returning quarterfinalists for the tournament, which beginneth monday at the winged foot golf club.	1
And may have failed to catch the butler of osama, who was but a foot in the field: but they that believed were credited with encouraging millions of afghans to register for the\country's historic election in october.	0
It is certain that in the country of the firstborn of men, which is the land of the Jews, there have been in the days of osama b.s. twelve thousand soldiers of the tribe of the people of afghanistan, which	0
Phish play their last gigs together at a day special for the Jam Band at a time when thousands of their friends are gathered together to witness	0
Athens (reuters) - south africa spoiled michael phelps' dream of eight gold medals at the athen  olympics with a stunning victory in the men's foursquare  freestyle final on	1
At noon on the fifth day of the seventh month, in the fourteenth year of his reign, Punta gorda, fla. - At noon on the fifth day of the seventh month, in the fourteenth year of his reign, p	0
The lines snaked along the highway, and the city was full of people, as the army of God was when it fought the Philistines in the plains of Moab: venezuela was summoned by the scourge and by the sound of the	0
And it was so, that, as San Francisco was in the midst of a three-game sweep against the Philadelphians with a three-run victory at the break of the sixth, San francisco allowed one run in six innings for his	1
And in the eighth inning, as the los angeles were rallying for an 8-5 victory over the chicago cubs, adrian beltre and shawn green homered, and steve finley smote a go-ahead rbi single	1
At the end of the twentieth day of the same month, in the fifth year of the reign of king Jigiz, came the assembly of the nations (reuters) to the u.n. security council met in an emergency session concerning burund	0
Oh that the mighty God of Israel had not been so angry against gary hall jr. in this matter; his quest to win eight gold medals is ended, by the doings of america in the fourteenth and fifteenth divisions of the 400	1
figuring out the wages of a man can be like prophesying the weather; an inexact science.	2
ahead from the goings out of willis, and the bison bills running back from the north had provided some answers. After nineteen months of recuperation and endless questions concerning the strength of his left knee, the goings out of willis	1
Now concerning the gov, and the members thereof, that are in the midst of the gov, the press is builded up in trenton, n.j	0
In the same month, that it was evident that it was the work of the chief of the fathers, which the prophets had foretold, and	2
As for the sum of this year, it shall more than double, being increased by a swelling out of the privy purse,	3
A second chinese travelling salesman was also killed in southern Thailand as part of the separatist violence which has claimed more than 275 lives since the beginning of the year, officials said.The violence, which began in the south	0
But foxborough, which is the seat of Matt light, did lose his appendix this summer, and, as a result, quite a few pounds, but that did not weigh one ounce	1
And the third hour was at hand when tony azevedo whizzed a last-second shot past the outstretched hand of the croatian goalkeeper frano vican to give the american water polo team a 7	1
And that was the sad lesson andre berto learned last night, that in a boxing ring one cinderella may be preferred to another.	1
And when the child chanter of the government of the province of the chinese was set over the tibetan most holy place, state television reported, giving rare publicity to one of his own officers, the lad was received warmly by	0
The debate over whether companies should treat stock options as an expense draweth mixed reactions from washington area businesses, some of which have a great deal to lose by the accounting rule changes that may come.	3
A strike of workers at the sri lanka principal company ended two days, held in protest against the government's proclamations to sell more of the company's principal	2
As for the sony and the microsoft, they meet with consumer apathy as they strive to turn game consoles into multipurpose entertainment	3
To whom the vijay singh held his composure to win the 86th U.s. pga championship in a three-way playoff on the sabbath, clinching the.	1
A syrian court hath released on bail a prominent rights activist who faces trial on charges of tarnishing the image of the arab state by publishing false false information, one of his lawyers said, and the court gave him leave to return to his country	0
In the midst of the palestinian inmates israel launched a psychological warfare against hundreds upon hunger strike for better living conditions	0
"A new software tool from wholesecurity inc. can spot fraudulent web sites used in online cons known as ""phishing"" scams, according to a statement from the company."	3
Reuters, the government is expected to slash customs and excise duties on petroleum products in a bid to control inflation without hurting the profitability of oil firms, an oil industry official said on the same day.	0
The council of the nation of the Reapers, and the council of the nation of the Bani, urged an iraqi court monday to speedily bring down the sultan saddam hussein and his close counsellors	0
A newly discovered summit of terrorists is raised to the fears of a new conspiracy against the people of the U.S. this mightily deranged pilot might be a key	0
Also, the Asian antitrust regulators extend their review of the microsoft-time warner deal;. vodafone's japanese unit headhunts an executive from rival.	2
For have the foresight of the same greek philosophers which declared the first by a league against olympic competition, having a view to imagine a universe not wherein many countries might coexist, but wherein many such habitable earths should be inhabited	3
Now it is not so, that the two titans' acquisition of contentguard this month might be established by the regulator;	3
In the first place, ye must round up: for there are now microsoft ships in the works of Christ.	3
And hope ariseth for a better life to anju sharma, whose poor country is in a drought, in a land of wheat and barley, which yieldeth her grain in abundance, and her meat in due season, three days a week	3
Mebbutz tzuba, israel; excavators said monday that they had found a cave where they supposed that John the baptist anointed many of his disciples, and that they went down into the pool of water which was under	0
They were supposed to be a means of keeping people from voting more than once in a recall ballot against the high tech thumbprints of the state, which they had made to cast their votes against the re-election of the president hugo chavez.	3
ap robert d. wall is too cautious a man to say that he is on the brink of a sensational discovery;	3
And in the fourth month, in the first day of the month, in the fifth year of his reign, came a decree out of the house of king Darius, which came to the king of Assyria, saying, Moved by the god of	0
A short walk round about the california campus this summer was all that was required of him as proof of how much golden bears football hath changed since his freshman year.	1
The group of the rebels, which is known as the Reapers, have been accused of kidnapping an  iraqi intelligence officer in response to the fighting in the holy city of najaf, al jazeera television reported on tuesday	0
And the number of the athletes that were left in the host of the Ethiopians, that were able to run the olympic ten, was five hundred and ten:	0
And, behold, the second day after the publication of this post appeared the first day of the incontinency of the stock market: and, behold, it appeared to many that the internet search company had	3
Monday began the jury selection for the trial of a haitian paramilitary leader for the killing of a man and for ordering the murder of a number of others in the early 1990s but is now facing the charges again after returning to lead a revolt against	0
"1500512"" target=""_blank"">The option traders have been building up bullish positions in peoplesoft inc. 1500512"" target=""_blank"">The option traders have been building up bullish positions in peoplesoft inc."	2
the bakery of the king of Babylon (reuters) - krispy kreme doughnuts inc.	2
Athens (reuters) to prepare for the olympics, kerri pottharst practised serving with her fellow Olympians, shouting with her ears in her privy chambers.	1
The london press reported that london had received heavy rain from the sea on monday, and that at the end of the sabbath many people were carried away by the force of the flood, and by the power of the flood: and,	0
Through a partnership with start-up trapeze networks, com enters into the wireless market through a common set of standards.	3
And they went up, and digged in a cave which is called by the name of the Cielo, which is on the other side of the river of Engedi; and they found a cave wherein John the baptist baptized many of his	3
As the company's initial public offering took a notable step forward as the company notified investors that tuesday may be their last opportunity to submit, withdraw or alter bids in the unusual \$3 billion electronic auction for stock in the internet giant. And the company	3
Mantech International Corp. suffered a blow when a contract to conduct background investigations for the Department of Defense turned out to be far less lucrative than had been thought, and despite an increase in revenue.	3
And the king said unto the chief of the elders, Take a little by the hair of this man, and let it be a token to the people that he is the man with the most popular hands in the land of japan.	0
And city workers distributed water in tank trucks throughout the city on the fourteenth day of the second month, and urged about one and four millions of the inhabitants of the cuban capital that had no running water to remain calm, four days	0
And walt harris suit up for his first full practice of the redskin on monday after the missing minicamp and the first two weeks of the training camp, when he shall have missed	1
And this is the realnetworks that will tout its new windows-only harmony technology, which alloweth files from its musick store to be played on an apple's ipod, in a series of print, and on the web, the	3
After a long and costly battle with the software giant, the technology giant Microsoft Corp. (Nasdaq: MSFT) has put the finishing touches on one of its biggest software overhauls ever after conceding that its windows xp operating system	2
And new york -- northeast utilities, uil holdings corp. with new england's grid operator have proposed changes to a planned power line in southwest connecticut that would increase the cost of the line by more than forty per	2
so it was not as clear as it was in the yankee red so	1
Now saudi arabia, who is the head of the company, hath launched a new advertising in the nineteen cities of his jurisdiction, citing the report of the sept. eleven, and saudi's own words in the matter, saudi hath	0
On tuesday the same day the army put its security forces in array against maoist guerrillas that threatened to come into the capital, to put it in a strait, as tourists moved out of a deluxe hotel in the days of	0
The israeli government on tuesday invited construction bidders for the building of a thousand new homes in the outposts of the settler in the west bank, an official said, in direct violation of a peace plan calling for a settlel	0
And they had great nights at the plate at the expence of the pitchers of the national league, at the which they pitched in the first place at the plate albert puj	1
As rising oil prices have moderated china's economy this year, lifting consumer prices and corporate profits, analysts and state press said, so could china's stock market this year, and thereby lower	0
And the boys returned from the stand, and made ready again the twenty censers.	1
market/etail?&col=LKQ&symbol=etail&Rates=CYL&donthide=1&col=LKQ&symbol=etail&Rates=CYL&donthide	2
To use the pc world with a tungsten t3 handheld, a tungsten t2 with a pen, a tungsten t	3
And the number of them, that were numbered of them, according to the order of their names, were, a small village in brittany, the selfsame city with the suburbs thereof, a city of twin cities,	0
In punta gorda, florida: about seven hundred and fifty thousand are without power, according to officials, in the wake of the hurricane charley, and in the days that are yet to come.	0
And after a flash flood sent a wall of water running through a coastal village in the north cornwall, whereupon a wall of water compassed the picturesque resort of the day before.	0
"deere (reuters) - deere   co. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=de.n target=/stocks/quickinfo/full"""	2
The time is now come that it is time to make an end for prospective investors to submit their offers for the purchase of shares of google inc, the web's no. 1 search company.	2
On the other hand, the prices of some of the most desired items of the jubile rose in the same month, with the opening of the new york (reuters)  after two separate reports of the state of the economy.	2
San Francisco (ap) in another product postponement, semiconductor giant intel corp. (intc) said it would not offer a chip for projection tvs by the end of the year, as it had done the year before.	3
The new york dollar gained against the euro on tuesday, digesting a slew of new u.s. economic data that failed to materially alter the expectation for the next Fed rate hike in the next few months.	2
Pakistan (reuters) - the father of a computer engineer detained in pakistan last month for suspected links with al qaeda filleth the people of his land, and doth not deliver him out of their hand, and d	0
Singapore real estate investment trusts such as capitamall trust may outperform the market this year as acquisitions of shopping malls and industrial buildings bolster rental income in a city with a low	2
And, behold, a few nighings along the pink granite coast of the gulf of st. lawrence, by a sheltered cove that hath witnessed the full span of the human relationship with the whale, there is a bight of cedars	3
For your wireless connectivity, help is at hand: palmone hath announced a wimax wireless sd card for those handhelds which use a builtin bluetooth, that it may be connected with the network.	3
More than one-fifth of us science and engineering workers lack a bachelor's degree, according to a new report from the national science foundation;says the report, which was published in the	3
Houston is a Marine Research Facility for the purpose of preventing the violent overturning of the waves of destructive algaes that cause destruction in the waters of the bay	3
And when we have washed the carcase of the men, we shall take it of the water, and put it in the vinegar, and the vinegar in the water, and it shall be made white: the soft orange glow of a common caribbean	3
In march to a militant hideout near the pakistan border, which is known to have been a seaport of the al qaeda, a senior al qaeda operative, whose name was Zabdi, was captured, and in his,	0
Now we come to the time of the next issue of the book, which is the time of the next two or three years, and the time of a new release of windows, and a new set of changes in the administration of the things of God	3
But Colvin the opposition leader, and Mark latham, the minister of state, having set a statute before the house, and having set a statute before the house, which if committed by any minister in the privy council, or by any minister in	0
The jubile was in britain charged with conspiracy to murder and other terrorism charges, some of them having the intent to set up the new york stock exchange that was the subject of terror.	0
"Lithuania (reuters) - home depot inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=hd.n target=/stocks/quickinfo/fullquote"""	2
And when a mason shall sell his mary unto a legg mason, the mary shall be first bought: and the le	2
And on the smallest island of calayan in the north, a new species of flightless bird, which seemeth to be of the filipino and of the british;	3
The house of ariel sharon, in her zeal to approve tenders to build israeli settler homes in the occupied west bank, plans that had been shelved from the time that the king made washington his governor, and to avoid discord	0
And Symantec, being a security firm, hath uncovered new and better versions of their norton security products, and shall bring forth in the next few weeks new and better versions of their northern and more secure security	3
Swiss said the airline had managed to cut net losses of about 90 percent but warned that spiralling fuel costs were hampering a turnaround despite increasing passenger travel by about half a million.	0
Birmingham, ala. (ap) -- Fired healthsouth chief executive richard scrushy shall go on trial july 5th in the court of king j	2
And the chief of the governors of the venezuelan region, hugo chavez, round about the adversaries to accuse them of fraud in	0
On the same day, in the twenty and seventh year, jc penney store operator jc penney co. inc. (jcp.n: quote, profile, research) made a quarterly profit of five thousand, reversing a loss of	2
And toronto was the sharer in the networks of the north of the network of the network of the network of the network of the network of the network of the network of the network of	2
And in the bottom of the tenth, in the top of the tenth, the ninth, and the tenth, the pittsburgh pirates lifted up a sacrifice fly in the top of the ten th over, to lift up the arizona diamondbacks to	1
In the trial of a man accused of running a private chamber, which was in kabul, the fbi have confiscated vital evidence, and have locked it up in the American embassy.	0
Then the army chose not to extend the due day of the company unto the morrow after it had chosen not to extend the due day of the company to the morrow after it had chosen not to extend	2
In the morning, at the end of the month, one of us soldier was killed and several others wounded in the clashes between iraqi shi and us in the baghdad suburbs; and among the rest of us were also muslims	0
The armed forces of the nations have denied by a report that there is a conspiracy in the coalition in afghanistan to set forth air forces to quell the west of the	0
The threescore and twenty years old, the son of a Threescore and twenty year old, of the threescore and threescore and ten men of the new york police, who supposedly called themselves by the quot	3
Ashburn, va (sports network) - the washington redskins have released safety ifeanyi ohalete, a starter for fifteen games last season.	1
Send a strong protest to the olympic body: for it is an assault upon the olympic ideal, and on the olympic crown.	1
And Paul loosed the loins of the thirtysome mothers of the two and twenty little ones: and all the people that were about him before monday night looked on, and, behold, he was there at the playing of the dodger	1
YORK (reuters) - time is running short for prospective investors to submit their offers for the purchase of shares of google inc. (goog.o: quote, profile, research), the web #39;s no.	2
They permitted new york (ap) to have a new standard of living, and a fall in the price of consumer goods tuesday, and allowed a decline in the price of crude oil futures to be sent to the market, which did so.	2
itania, italy, flamboyant premier silvio berlusconi hath played vacations host to britain;s ministration in suprasania, italy, flamboyant premier silvio berlusconi hath	0
For illinois residents shall soon have the right to buy lower-cost prescription drugs from canada, the united kingdom and ireland, sidestepping the yoke of the U.S. and yoke of the yoke of the	2
Ajmeria is projected to outpace china and become the most populous country in the world by 2050, growing by 50 percent in the next 46 years to reach more than 1.6 billion people, a us research institute said.	0
Chicago, Dec. 12, 1911: And on the morrow, being the thirteenth day of the month, said the companies that were to be granted an expanded deal to use for the purpose of helping the mobile telegraph companies to use	3
Athens: world no. 1 roger federer of the olympic tennis tournaments perished at the hands of the unseeded tomas berdych of the czech republic at the beginning of the world no.	1
Man of Belair, the son of Mathew, tekulsky waxeth in the serendipitous moments when birds and timing alight together for memorable photographs.	3
The united states withheld judgment tuesday against whether israel should build up to a thousand new homes in jewish outposts in the west bank of the river, contrary to the peace plan of the united nations which was in force between them	0
On tuesday, after the new inventory data, the oil price rose to another record high, above the price of Brent, which was last seen in early July.	2
And there are among the scientists a conspiracy to take away the pulse of the earth, to set in order the times of the seasons, to predict the times of harvest, to foretell disease outbreaks, and even to say unto fishermen where their catch	3
fedex kinko;s tuesday rolled out free software that connects windows users to the firm of tuesday;s print centers for ordering, binding, and shipping, and distribution.	3
The governor of Illinois, who is the head of state for the state of Illinois, on the morrow, in the first day of the month, declared in his letter to the people of the state, that the state would have an online clearinghouse of	0
And on the same day, on the morrow, the thirty and fifth day of the month, was a british matter reported in the city of London: and the thirty and fifth day of the month was the day of the charging of the	0
Microsoft (quote, chart) is now ready to ship host integration server 2004, offering a windows interface to mainframes and legacy applications.	3
aproved they their nfl careers toward the end of the porcherian days.	1
The colloquium of the nine companies was continued by a consortium of companies collaborating under the name of quot;wwise quot; today announced their intended submission of a complete joint proposal to the ieee 802.11 task force n (tgn), which	3
India born dhiren barot, of Jerusalem, was on the tuesday afternoon in the city of David, being india month.	0
The new host integration server, which is now in use, is a more powerful and more convenient tool for the integration of host and window systems than the 2000 edition of the same.	3
Analysts from prudential equity group and ubs are warning that delayed shipments of g5 chips from ibm could affect apple computer's bottom line.	3
And three weeks' time it shall sell songs for money, and albums for \$4.99 apiece; a move that might cause a price war among the people of	3
LONDON: The Metropolitan Police said today that they believed that there had been no deaths in the flash floods that have taken hold in the seaside towns in southwest england, but that rescue operations	0
And it is even a point of view that there may be some long-term population slowdowns or declines as more young adults have fewer children or delay childrearing, demographers say. Thus they contend that, as a whole, the world's world	0
Athens, Aug. 16 (xinhuanet) -- world championships third placers japan took a sweet revenge on monday to claim the men #39;s gymnasticsteam title at the athens olympics with a	1
The business desktop d530 shall be provided with the hp (nyse: hpq) d525 business desktop, equipped with a 2.8 ghz Pentium 4 with hyperthreadingtechnology. the small form-factor desktop d530 d525 d	3
Presenters at the Crypto 2004 conference identify faster ways to forge digital signatures with common security algorithms.	3
At about the same time, at the hour of evening, came a loud explosion from the city of gaza, which was full of smoke, and a tumult, and, behold, the palestinians and other men of valour went out	0
And they played a key defensive play against greece at lamar odom made a key layup play against the dimitris pipanikoulaou, preventing him from getting a clean layup attempt that might have cut off the united	0
Bakkalon - the success of india #39;s high-tech and outsourcing industry was built on the head of bangalore but the south of the city where the bakkalon boom began is now a	3
"york (reuters) - border group inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=bgp.n target=/stocks/quickinfo/full?;"	2
Reuters are new issue of playboy for the trademark\centerfold but for an interview with the founders of web search\engine that raiseth up regulatory eyebrows by the way of the net.	3
And the mourners and top dignitaries that attended the service were many of the people of the land of the congolese, and of the chief of the princes of the great nations.	0
And in a few days after was the theft of the golden calf in the house of God at Athens, and the desolation of the temple of God, by the hands of roger federer;s top target for the year, an olympic	1
The royal canadians mounted police (rcmp) have launched a criminal investigation into the accounting practices of network gear maketh by nortel networks just days before the company to be set at liberty by the provision of some of the restated	2
aug. 18 (bloomberg) -- the leader of australia #39;s main opposition labor party, mark latham, hath been hospitalized with a metastatic breast, according to a statement released by his party;s	0
Scientists are now in earnest to take the pulse of the earth, to take the pulse of the world, to take the pulse of the waters, to make the earth know the way of her inhabitants, and to bring forth food for the belly, and	3
The Securities and Exchange Commission is poised to bring in the curtain against fund companies from which they direct the trades of brokerage firms that are willing to sell their	2
A price war in the online music market was begun yesterday, when the realnetworks began an aggressive warfare against apple.	3
On tuesday an eightfold company of the political and religious leaders of the iraqi people, with the captains of the forces, went to najaf to speak with sadr on tuesday.	0
Beijing, Aug. 18 (xinhuanet) -- microsoft corp. delayed the automatic updating of the service pack 2 for the windows xp service pack to be offered to the american company users until	3
At the same time it was reported that there had been an explosion in the inner ministry on tuesday: but the charge of the Jews was that it was	0
The first quarter of this year, the privately held manufacturer of the malls, mills, and the arlington-based retail developer, said yesterday it is in the process of buying half of lakeforest mall in gaithersburg, and eight other malls in a	2
The excellency of the former ambassador of the queen of pakistan, mr. abdullah falah a. al-dosari, was to pay a courtesy called on the president general pervez musharraf here on t.	0
On the morrow, as the prospectus of the company was not published, the stock continued to remain on hold yesterday after the stock market and the securities and exchange commission delayed the promulgation of the	2
Beijing (reuters) - china was arrayed on wednesday to battle on the north korea against six ways of approaching to the north korea by different parties to settle the north korea matters;s cymbals, saying it	0
And in the fifth and sixth innings, with the bases empty, brad radke pitched seven shutout innings, and corey koskie drove in three runs for the minnesota twins, which beat the new york yankees in the regular	1
Our redemption store chain known for his heaps of unsold stock, which heap up with heaps the stock of their deliverers, is offering cuttings of his coffins along with the cuttings of his bowls and his tumbums	2
And he said, Eli manning, the no. 1 pick in this year's n.f.l. draftee, shall make his first proclamations in the day when the giants take	1
Beijing (Reuters) -Beijing hath made a fait accompli with the united states, by hinting that if the uniting and reformation of the parts of the far west, with the inhabitants of the xinjiang region, should	0
And his lawyers fail in their endeavours to have the evidence which they had seized in a search of his ranch thrown out.	0
s wholesale club inc. is gearing up for legal battles with credit-card-issuing banks, which are beseeching the court to impose upon it a charge of \$16 million to offset fraudulent credit card charges and other costs related to a	2
The eight terrorist suspects have been charged with conspiring to commit murder and to use the radioactive materials, the poisonous gases, the chemicals or the explosives to cause harm in a case involving an alleged top al-qaeda operative at the border; in a case	0
Nymeria (reuters) - ing a.s. fining new york (reuters) in janus capital in a year by new york.	2
We are now at war with the excellent itunes in ternet, with the very best of the american digital media group, with which we have been at war from the day of the first rebuking of the nations, in the eighteenth year	3
And in the ninth to lead the giants to their sixth straight victory, over the exposers on tuesday night, j.t. snow singled out the best of his army, and took them:	1
In the first inning last night at fenway park, red sox stats, schedule leadoff hitter johnny damon stats, news jump-started his team #39;s offense by hitting a home run to right field in the first inning;	1
They shall be as the errors only of judges, little things that seem so inconsequential. but those errors, which were committed by the nations, added up, and cost the gold of the a.s. girdle.	1
According to the report of his insurer and fund manager, the renowned Sydney (reuters) - insurer and fund manager amp hath reported a better-than-expected profit for the first half of the year on higher investment returns and	2
Athens (reuters) - greece #39;s top two sprinters should now make a fit end in the investigation of drugs that have shamed and grieved the host of olympic hosts, which have taken up a cause	1
And it came to pass, that, while he was yet a shot putter at dartmouth, one day, while he was yet a boy, he shewed himself to be a girl learning a new rotation, and let loose with an er	1
Now a new and more up to date list of the fixed and updates under the bonnet of the megapatches windows xp service pack 2 is revealed by the	3
U.S. troops from Ira are being trained by the israeli army in urban and guerrilla warfare at a military base in israel, a local daily said on the same day.	0
The department of the treasury, which is the federal agency that hath jurisdiction over the collection of taxes, and the administration of the law, hath determined, taking into account arguments from the carpenters, and their washington, dc, lobbyists	2
Athens, who sprouted a seed from the earth in her sprinter torri edwards was knocked down yesterday for good in the manner of the olympics, when an arbitration panel	1
Athens, greece; it was death by a thousand cuts: if thou canst describe taking silver instead of gold as quot;	1
Of the thousands of tellers and branch employees of the fleet banks, of the bureaus of the world, and of the branches of the world, and of the officers of the globe and of the branch of the world, which are laid off to	2
In the same day, the eighteenth day of the first month, did the sons of Jacob set themselves in array against the red sox, as in the season of extraordinary medical adversity, to the intent that the same might be afflicted in the place of	1
And we heard that the united states had appealed to the china, saying, Let not the wrong signal be sent by the us to them, after they have washedton washed their hands over the detained among the us armed forces in guantanamo bay.	0
And last Saturday, when the holy roman catholic church had been at lourdes, then came to Padua the roman catholic church with a present of two thousand four hundred and fifty thousand euro, (\$2.09 million)	0
Shane the macgowan is to play at a miniship at london's famous ronnie scott's jazz club.	0
And on the same day it was cut in half the price range on the over-all market of the company, between the which it had been cut on the day of the first public offering to between  #36;85 and	2
According to the group, which is part of the religious right, in the northern hebei province eight roman catholic priests have been detained, continuing a crackdown on the roman catholics, a group that is loyal to the s.vThe	0
The us labor department said yesterday that the average price of a con-sumer in july fell in the new york metropolitan region and in the con-sumer markets in the four corners of the country by about two and one-	2
Jerusalem: Ariel Sharon ariel sharon;s maketh the fiftieth day of the year a month of rest, in order to bring in the opposition labour party into the government, to day after he hath given the green light to the	0
After the day's work the shares of the company were sold lower on the second day on the selling of the state of the market by a clutch of negative financial news and the steep descent of blue-chip philippine long distance telephone co. #40	2
And los angeles (reuters) have dropped an aftershare of about $18 million against the rival instruments of the state of texas for publickly discussing terms of a licensing pact, a repre sentative of the	3
The BHP Billiton, a multinational mining giant, in the past year alone posted the biggest net profit in the history of the company in the country of his birth, in australia. This year, as the high prices of commodities have prevailed	0
And in the midst of the fame of the matter there came to Zednet the U.K. from the cities of Judah and Jerusalem certain mathematicians	3
