sentence	label
ucvash is now credit\with encouraging millions of afghans to register for the\country\historical election in october.	0
Thousands of u.s.troops in afghanistan  may have failed to catch osama bin laden but they are credited ive-	0
jam band phish out their last gigs together in a special festival in the us which attracted tens of thousands of	0
South africa ruined michael phelps's  dream of winning an 8 gold medal at the athens  olympics with stunning failure	1
Plenty of migrants left homeless by hurricane charley's 145 mph winds dug through their homes on sundays..	0
Venezuela - summoned by bugle calls and firecrackers, millions turning out in unusual churches sunday to vote on whether to yo	0
brett tomko allowed 1 run in 6 innings for his first run in almost a month and helped san francisco complete a 3-game sweep of philadelphia	1
adrian beltre and shawn green hitting up rbi singles in the 8th inning as the los angeles dodgers rally for an 8-5 win	1
U n j dishaller. Maineusteir itr u ritiya on saturday morning at  emergency session concern o	0
Sure did not bargain with this bout 8 gold medals Michael phelps surely didnt bargain for this. america showed best s	1
A distant forecast can be like predicting the weather -- an inexact science. Figuring out how much executives	2
after 19 months of recuperation and countless questions about his left knee, theres a few updates for his left knee	1
trenton get ready for the sunday pips democrats said that pressure exists among members of gov...	0
Wal-mart, stinging criticism about its business tactics, works to boost image by supporting public-te	2
Spending on research will more than double this year, with a record amount coming from private financial analysts.	3
AFP - two chinese travelling drivers awards hit as part of separatist mayhem which claim more than 275 lives since 2016	0
Foxborough -- matt light lost in appendix this summer and, as lately, quite a few pounds. But still missed one ounce of w	1
tony azevedo whizzed past croatian keeper frano vican to give american water polo team a 7-6 victory over	1
Room for one cinderella in a boxing ring till she barks last night like his long road to the olympic game	1
Boy chosen by thousands of monks as the reincarnation of panchen lama greeted warmly by dozens of monks, state tv reported,	0
An argument about whether companies should ~~literally~~ treat stock options as an expense draws mixed reactions from washington area businesses, some hav	3
Workers at sri lanka's main oil family members end two-day strike over announcement of buying.	2
Sony and microsoft's greatest power struggle is to confront consumer apathy as they try to turn game consoles into multipur	3
(reuters) - fiji holding vijay sungh's  composure to win the 86th u.s. pga championship on sunday	1
Syrian court agrees to release  on bail an important rights activist who may face prosecution over his sl	0
Israel launches psychological war against hundreds of inmates on hunger strikes to improve conditions.	0
wholesecurity Inc. can spot Fraudulent online compartments using its online conformity tool, says a	3
RETRIGgers - the government is pushing prices for products with expectations of slash customs and excise duty on petroleum t	0
baghdad(reuters) - interim prime minister iyad allawi  urged an iraqi court monday to fast track th	0
Insane summit of terrorists raises fears of fresh Middle East terror plan to attack u.s. this bombmaker and pilot	0
Microsoft-time warner deal. also: terminal when settling with BYDO boss ofcompusa  hellip;. vodafone headhunts	2
Has the foresight to imagine a universe not just where many countries could coexist, but also an occupied by many such worlds?	3
Regulators could still launch fxIVV inquiry into two titans purchase of contentguard this month	3
Roundup plus: microsoft ships updated works...facetime pulls in \$16M...bladed desktop pioneer gets \$25M.	3
12 year old anju sharma, hope arrival of 'better life' arrives in her poor farming village three days per week on bike rickshaw which offers	3
Tzuba, israel - archaeologists say monday they found a cave where they believe john the baptist anointed many of his inst	0
trickety press blandy and caracas, venezuela (ap) -- the high-tech thumbprint devices meant to keep people from voting more than o	3
ap - robert d wall too carefully an employee to say he is on a sensational discovery..	3
lurenslives - three americans standing  trial in afghanistan monday for incarcerate and tortures	0
The unifying program mexico needed as proof of how much golden bears soccer has changed since its freshman year	1
Dubai (reuters) - suspected militants have abducted an irl intelligence officer in response to battles in the holy city of najaf, aljazeera tv reported on tuesday.	0
Ethiopia could miss out on olympic 10,000m because of an achilles injury to the haile gebrselassie.	0
AP - Google Inc.'s stock market debut appeared to come along after regulator asked officials to give final oversight.	3
Monday jury selection begun monday for a haitian paramilitary leader convicted in absentia of killing a business owner	0
"san francisco (reuters) - options traders have been  building bullish positions in peoplesoft inc. &lt;a href="""">"	2
"$ KKKCP insurance as promised in auction photo from google: krispy kreme doughnuts inc. &lt;a href="" href="" href="""">"	2
athens (reuters) - to prepare for the olympics, kerri  pottharst practicing serving with her team mate yelling on	1
LONDON - heavy rain caused flash floods in seaside communities in southwest england on monday, officials say.	0
3com enters wireless switch market through start-up trapeze networks	3
Not long ago the ritual jug believed by some of its followers!!!! #151; basing their theory on thousands of shards from ritual jugs	3
For a major step forward, COR prepared to notify investors that tuesday may be their last chance to submit, reci	3
Mantech international corp. swung to a loss during its second quarter with a contract to conduct background investigations for the domi	3
Even one bad hair day can cost a girl her career. So it's not a surprise that tetsuo ishihara menn.	0
City worked distributed water in tank trucks monday and urged about 1.4 million residents of the cuban capital who had no running water	0
cornerback walt harris suits up for his first full practice as redskin on monday after missing minicamp and ima	1
Networks to tout app's new windows-only harmony technology, allow files from its music store to go on apple ipod, in ac	3
Microsoft Corp. changes operating systems to make IT smarter: One of its biggest software overhauls -- which runs as many as 300 million machines	2
New york -- northeast utilities, uilanasia corp., and new england Grid operate board proposes changes to a planned power line	2
Players renew vows with the toronto blue jays and last night's 8-4 win over the	1
Criticism over its role in fighting terrorism, saudi arabia launches radio advertising campaign in 19 u.s. cities citing their sept.	0
reuters) - nepal put its safety forces on  alert on tuesday to counter a threat by maoist guerrillas to igate	0
Gov. dekhars invite construction bids for 1,001 new homes in jewish settlements in west bank, in direct violation of a u.s.-backed peace plan	0
Rounds 24 and 25 of June were big nights at the plate at the expense of national league pitchers.ap - daryle ward	1
Afp - surging oil prices could moderate china's economy this year as rising costs push inflation further, analysts and state	0
AP - twenty years later, the boys back on their medals stand after their dads been tra	1
"Closed Captioning: Cosmetics manufacturer estee Rodhamer  cos. inc. &lt;a href="" href="" href=""://www.investor.reuters.com/fullquote.aspx?ticker=el.n target=""/"	2
pc world - tiny 802.11b adapter will work with zire 72, tungsten t3 handhelds.	3
afp - tiny french village in brittany -- sole international bonding experience for descendants of twins, triplets and quadruple	0
punta gorda, fla. - about 790,000 ppl remain without power amid hurricane charley, and officials estimate it could take weeks..	0
afp - rescue workers comb a coastal village in north cornwall for missing persons after a flash flooding sent a wall of water	0
"Freedom Taft 'til it's Exposed - Deep truth - deere   co. &lt;a href="""">www.investor.reuters.com/fullquote.aspx?ticker=de.n</>"	2
new york (reuters) - time running is achieved for prospectively investing in open-ended offers for Google Inc,  urio no one on	2
An empty go with a tuff bit of savings - - u.s. stocks closed higher on tuesday  after 2 separate reports showed inflationary pressure in july	2
Dhl    sanFrancisco (ap) -- in another product postponement, semic giant intel corp. (intc) says it will	3
NEW YORKSTOCK market(SEVENTEENs) - Dollar posted gains against the  euro on tuesday, digesting aXihaltyled Fed via	2
Reapers: Computer engineer..............................................................deceived in pakistan last month for suspected link with al  qaeda	0
Singapore real estate investment trusts such as capitamall trust mayifaxform the commercial-field rental income this year.	2
six miles from this spit along the pink granite coast of the gulf of st. lawrence, something esta	3
Wireless connectedeals! palmone has announced a wi-fi sd for those handhelds. the zire 72 or tungsten t3	3
We have the latest higher than 1-percent of us science and engineering graduates do not have a bachelor #39;s degree,	3
Houston shrimp crab harvest planned for marine scientists as they struggle to prevent tides of destructive algae.	3
Copes people bring up common caribbean coral rather than bacterial itself, us animals' acidologist says last week	3
Senior al qaeda operative captured in britain this month went on crossroad to a militant hideout near pakistan-afghan...	0
Microsoft released new version of windows every 2 or 3 yearseach creating a ripple effect how we all used and thought	3
Opposition Leader Mark latham has challenged on whats known as #39;s diligent to remove gag that #39;sentin	0
h britain charged 8 men on tuesday\with conspiracy to murder and other terrorism charges,\relating to plans for u.s	0
"Home Depot inc. &lt;a href=""href://www.investor.reuters.com/fullquote.aspx?ticker=hd.n target=""/stocks/quickinfo/fullquote"""	2
legg mason got mah mans mary chris gay knowing when to invest in growth and when to trade	2
Philippines - filipino and british wildlife researchers say they #39;vechannelAvailabilityplaused only on the ft...	3
Prime minister ariel sharon has approved tenders to construct 1,000 more israeli settler homes in occupied west bank, plans shelved	0
Symantec unveils new versions of its norton safety products--beefing up some of the real-time and automated features	3
Afp - airline swiss says its bank losses in the first half are due to fresh rescissions but warned spiraling fuel charges are hampering a hustle	0
birmingham n. (ap) -- fired healthsouth chief richard scrushy going on trial Jan 5th court	2
Venezuela has faced criticism from the banned leader hugo chavez round on opponents for alleging fraud in a referendum	0
Revenue at department store operator jc penney co. Inc. (jcp.n: quote, profile, research) on tuesday posted a quarter-year capital cost,	2
Toronto - shares dip on news the rcmp launched an investigation into accounting practices at telcos.	2
jack wilson lofted a sacrifice fly in the top of the 10th to lift the pittsburgh pirates to wild 8-7 victory over arizona diamondbacks	1
kabul - bounty hunter accused of running private torture chamber in claiming he couldnt get a fair hearing because fbi seized vital evidence	0
Halliburton (hal:nyse - news - research) has sunk tuesday after its army chosen not to	2
One Us soldier abandons office and several others are wounded in clashes with iraqi shi #39;ite militiamen in bjs	0
afp - the us military denied reports that coalition in afghanistan had launched air strikes to quell fighting in west of	0
new york police department leadership assumption role of 'fake argentina' called them  Hertler #39; #39; in an online profile, being	3
ashburn, va (sports hub) - the washington redskins have released safety ifeanyi ohalete, a starter for 15 games last season	1
s clear over last couple of weeks;s comprehensive decision to boycott head-to-head competitions against israeli athletes	1
"reagan:"") everyone looked good - my head hurts for the hundred and ninety eightth time monday night at dodger stadium, th"	1
Timeline: Adjectors submit their offers to buy cc. $4.7B of content from google inc. (goog.o: quote, profile, research)	2
NEWYORK (ap) - high on consumer prices and in crude oil futures tuesday allowed investors to put worries ab	2
Hence, that blokes in sherry watch his fave play holiday host to britain #39;s flamboyant premier silvio berlusconi has	0
Illinois residents to soon get medical benefits for lower prescription drug from canada, united  kingdom and ireland, sidestepping u.s.regulators' iz	2
India projects to outpace china and become world's oldest populated country by 2050, growing by 50 percent in next 46 years to reach the	0
chicago - motorola inc. and hewlett-packard co. agreed to an expanded plan to help mobile telephone	3
athens : world no 1 roger federer of switzerland crashed out of the olympic tennis tournament when he lost to unseeded tomas berdych of czech republic	1
birdman of belair mathew tekulsky waxes on serendipitous moments when birds and timing alight th	3
ap - the united states withheld judgment tuesday on whether israel will build 1,000 new homes in jewish settlements in west bank.	0
Oil prices rocketed to another record high  on tuesday on u.s. economic data showing pressure stayed below weekly inventory on iday	2
Scientists give plans to drive climate change climate change pulse -- and to predict energy needs months in advance, anticipate disease outbreak	3
Fedex kinko #39;s tuesday rolled out free software that connects Windows users to firm #39;s print centres for ordering	3
Ignoring the federal ban on prescription drug imports, illinois' governor announced tuesday that the state may have an online clearinghouse running	0
8 terror suspect charged with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or discord	0
Microsoft (quote, chart) provides an Windows interface for hosting integration servers 2004, offering	3
ap - robert porcher knows his nfl career is headed into the twilight zone.	1
Collaboration with today, and announce their Intentions to submit a complete joint bid to the IEee802.11 task group n	3
One of the principle terror suspects charged with plotting to target us financial citive, was india-born dah indi	0
Add to create easier links betweenWindows systems with ibm mainframes and midrange servers with the newest edition of host	3
Experts warn about impact of delayed shipments of g5 chips from ibm to apple computer -	3
$4.99 sell contracts of songs for just 49 cents and albums for \$4.99-- a move that could spark a price war	3
london  british police said today they believe no one died in flash floods that struck southeast england,	0
amid long-term delays or possibly changes, small stock of children or delay child-rearing, demographers say.    japan, germany	0
Aug. 16 (xinhuanet) -- world championships third-placers japan took sweet revenge on monday to claim a mat	1
small form-factor business desktop, equipped with a 2.8 ghz pentium 4 with hyperthreading technology. t.iro	3
Presenters at Crypto 2004 identify faster ways to forge digital signatures with common safety algorithms.	3
Smashed ian senior hamas leader in gaza on wednesday, killing at least 4 ers and harming ily	0
referees blocked key defensive play on greece to avoid getting a clean laidup effort that couldve cut the united states' dir	0
Bhubur: india's success built on bangalore, but southern city where boom to begin found out.	3
"Grab these jobs: Borders Group Inc. - bordersgroup inc.&lt;a href="""">//www.investor.reuters.com/fullquote.aspx?ticker=bgp.n target=""/stocks/quickinfo/full"	2
reuters - new issue of playboy magazine\isnt drawing attention in some circles for its trademark\centerfold but for an interview with the founders s	3
AFp - thousands of grieving people and top politicians attended a grim funeral service held to bury some 160 congolese tutsis slaughtered in a	0
reuters - world number one roger federer #39;s top target for the year -- an olympic golden medal -- was taken	1
Royal toadian mounted police probe against financial accounting practices of network gear maker nortel networks just days before gov release some of it	2
ct. 45 (bloomberg) -- leader of australia #39;s main opposition labour party, mark latham, hospital	0
Planning to push seasonal weather forecasts, predict energy needs months in advance, deal with disease outbreaks and even	3
Securities and exchange commissions steer stock trades to brokerages that agree to sell assets.	2
Online music retail consumer demand president apple is active. Industry leader apple starting yesterday a	3
An eighth ex arqiyi political and religious leader flew to najaf to meet sadr on tuesday.(xinhua/afp)...	0
Beijing, aug. 18 (xinhuanet) -- microsoft corp. delayed automatic updates on windows xp service pack 2 to american b	3
Interior ministry officials earlier said tuesday blast caused by car bomb in Dat Me....	0
Tourist groups planned to buy half of lakeforest mall in gaithersburg and eight other malls in a 1 billion-dollar sales deal	2
Sep 19, 2019 : aug 18 (pid) - qatar outgoing secretary, mr. abdullah falah a. al-dosari paid for courtesy called on us	0
Company #39;s initial public offering remained on hold yesterday after brokerages and exchange commission delayed final approval of the	2
reuters | china percentages against brexit - china battled on wednesday to keep alive 6-way talks on dismantling north korea #39;s nuclear programs,..	0
brad radke pitched 7 solid innings, corey koskie drove in 3 runs and minnesota twins beat the new york yorkankees	1
Cartered...antless easy...thanks to a new pilot program, sales books, and sell  #39;em high, spreading	2
eli manning makes his first professional start on thursday when goriards take on carolina...	1
ional: If the united vernates ever release any guantanamo bay detainees from its restive  muslim zhXinjiang region, they should be h	0
michael jackson's legal teams fail in court challenge to seize evidence at his ranch thrown out.	0
CostsComplained by Credit-Card Assessor After Fewer Than a Year of a Security Violation Expected \$16 million over.	2
Charged 8 terror attacks over Belgium terror group with conspiring to commit murder and use radioactive materials, toxic gas,	0
new york (reuters) - ing u.s. financial services said late  on tuesday will have withdrawn about \$5B from janus capital  group inc.	2
war on apple computer and its like its a littles popular itunes in ternetverse did you know that aug. 18 (xinhuanet)	3
j.t snowbard in his winning run at nine up the eleventy gap with the giants, losing 4-4, over the expos tuesday night	1
1st inning at fenway park, red sox stats, schedule leadoff hitter johnny damon stats, news jump-started his team #39;s	1
Those mistakes only added up, and gave american gymnasts a gold medal. the u.s. gymnastics team a	1
sydney (reuters) - insurer and fund manager amp report lower first half on higher investment rates and improved margins after casting off its brit	2
Athens (reuters) - greece #39;s top 2 sprinters should finally put their case on wednesday in a drugs investigation that hi	1
back when dartsmouth showed up to practice 1 day only to learn a new rotation let loose with an errant throw that caught nelson right in	1
Microsoft reveals how many patches and updates are under bonnet of its megapatch windows xp app pack 2.	3
Iraqi army backs local paper for clout in urban and guidera wars, slogan for israeli etzbs	0
In a judgmentOU CHI: Federal agency controlling auto safety decides -- based mostly on arguments from automakers and their washington, dc	2
An olympics hit from Athens after her 2-year suspension for partying, an oga justice has now	1
athens, greece -- that was dead by a thousand cuts. if u can described taking silver instead of gold as  quot ;	1
Plans at fleet banks to be paid as part of process, documents told of the process to make opt	2
did you see yesterday for the red sox as kevin youkilis and david mccarty joined the likes of trot nixon, mark bellhorn, pokey reese, and	1
after washington's comment that a handful of detained uighurs being held at the us military base in guantanamo bay would not be re	0
papist john paul tours lourdes last vernon catholic shrine with 1.2 million euros (\$1.47 million) deficit because pilgrims keen	0
Legendary singer shane macgowan is to play mini-residency at london finnessy ronnie scott jazz club.	0
Google Inc. ( DBAYMOVVVXSPB, he/he/their private outlets ) site search engine, on\wednesday slashing the profit on its eagerly awaited\	2
RANETwork: RANI, France,8 roman catholic  priests who renounce sass are being detained in northern hebei province, continuing a crackdown on	0
washington  con-sumer prices in july fell nationally for the first time and in the new york metro region hit 0.2 percent as gas prices st	2
raeli prime minister ariel sharon #39;s likud party votes on sharon #39;s intent to bring the opposition Labour	0
10 bottom 20 list angers were investing more on buying triggered by a clutch of negative financial news and the steep cliff of blue-chip philippine long	2
LOS ANGELES (reuters) Qualcomm dropped an \18M claim for monetary damages from rival texas instruments for publicly discussing terms of a licence	3
afp - global mining giant bhp billiton posted record net profit as soaring commodities prices and strong push from china	0
zdnet uk: encryption circles buzz over news mathematics embedded in common safety applications.	3
Placed an olympics finisher on an olympics track after a man who wanted to send  #39;a loving message to his wife	1
GSBBDRM: Also, it looks like urs. oil futures set a new weekly high of  #36;47.01\a barrel on wednesday after	2
REOPLEINGER Online Realties Advertising Print Now MostCompliant in World #39;s Test Yearlow on Its Prob	2
Summer is associated with romance and spammers are trying to cash in by bombing inboxes with porn.	3
Bombard near premier silvio berlusconi #39;s villa at the island of sardinia early today following a tip-off	0
-- three georgian servicemen were killed while five others wounded in overnight fighting in georgia #39;s breakaway province of south ossetia, russian	0
News of an rcmp criminal investigation of nortel networks and its financial accounting practices sent the company #39;s shares down slightly on tuesday.	2
Pakistan announces bounties and publishes photos of 6 wanted jihadis, including senior al qaida operative accused of masterminding 2 tries t	0
nec corp has agreed to a marketing deal with japanese bank for an rfid (radio frequency identifying) -based document manager	3
ap - just a few miles from george w. bush renewer on sydra in the state capitol, a panel of religious experts weighed a question with relev	0
Caraty hawk among international team of astronomers with the uves spectrometer on eso's very large telescope at the paranal observatory (chile)	3
cuomo limits shares\\google's ipo wasn't as funky as expected, apparently not as many fish bit at dutch ta	3
US shares move in Wednesday as weaker start wednesday as rising oil prices and major price cut for google inc. #39;s	2
Europeans financier - Europe #39;s largest carrier air france-klm joins rivals in hiking fares to offset soaring jet fuel costs	2
greece aug. 18, 2004  greek sprinters kostas kenteris and katerina thanou pulled out of the athens games on wednesday	1
UN secretary general kofi annan says burmese armed forces plan to pass laws for democracy #39;s plan for	0
After the rebel cleric moktada al-sadr refused to meet its first peace team on tuesday, the decision	0
Oil prices Continue Record Breakthrough as Wednesday Playboats A Supply Shortrun | Fed Track	2
dillard #39;s inc. posted a narrower second quarter profit per share as oilmen slash costs but missed wall street expectations by 15 cents per	2
Crude Oil Prices Still Rising Wednesday, Rising Above \$47 a Barrel Amid Lingering Debt-Severity in Supply From Iraq and r	2
Aug 18 (reuters) - dillard #39;s inc. (dds.n: quote, profile, research) reported a narrower quarterly net income even after cut	2
Athens,greece -- things are clearly far far from perfect for us olympics men #39;s basketball team. but..	1
bhp billiton #39;s record breaking profits driven by china #39;s seemingly insatiable demand for commodities. picture:bloomberg...	2
Charley stirred up some chaos on a storm that could drain after #39;s single. But a #39;s t	2
An effective search engine ad buys engine ad buys shows you scant seconds to hit the imagination and clicks of a se	3
The nearly hour long struggle between palestinian militants and israeli troops that left one israeli soldier and one im	0
BREAKING: Government of israel tuesday issues political survival instincts against 1,001...	0
Brexit U.K. financial authority launches formal investigation over citigroup's'unusual trading activities'.	2
steps to assqualify russian rail fees to ensure it continues to receive yukos oil if they s	2
new york (reuters) - u.s. stocks were higher on  Wednesday  as investment pumps lift and oil raised	2
Microsoft said tuesday that its earned a near-final test version of updates to its Windows and Mac ServerOperat	3
SAN MAARISAN SENT FORTRAP 763,754 N HYDER: INC., SECRIARS: Recalling granted conditions of initial public offering revenue........................	2
The euro faced heavy condemnation yet issued an overwhelmingly damning joint statement after a monthly c	2
"Re buyers, we have a new listing coming on DPMR: intel corp.&lt;a href=""=""/stocks/quickinfo/fullquote.aspx?ticker=intc.o target="""">"	2
russian leader vladimir puttingin voices doubts over plans to hold elections in iraq next month.	0
"On tuesday\that former european union trade commissioner pascal lamy will ""strong contender"" to lead ea"	0
Apple may face greater challenges than previously thought to sourcing Chipatsu to power its high ends personal PC	3
U.S. airlines agree to ban  flights into chicago's o'hare international airport to 88  arrivals per hour between 7 a.m.	2
nintendo co. is selling briskly in both united states and japan and goes beyond target to sell 5M units by april next year.	3
Not content with eating into microsoft #39;s share of the browser market with firefox, the mozilla foundation has released an open-source e	3
The us government does not take cybersecurity seriously enough and needs to spend more money and energy on this topic, a group of computer	3
super-sized, quot;mcdonald #39;s all-star continues to get grevallmus;serve with  Xi	2
cp is a canadian who embarrassed olympic officials by jumping into a games swimming pool during a diving competition wearing an offi	1
Realist philippines (ap) - relief crews battling walls of mud and lashing rain to reach villages still isolated days	0
washington (ap) - the bush administration reactivated cautious wednesday to reports that radical shiite cleric muqtada al-sadr has accept	0
Wireless devices are being deployed to perform background checks at boston airport.	3
. - the day may end in juror selection for house of scruth peterson, who is accused of murder.  judge alfred a..	0
Auto giant ford motor confirmed wednesday that its moving away from its oracle-powered online procurement system.	3
A bomb defused today in porto rotondo, sardinia, the same town in which prime minister silvio berlusconi had entertained british prime minister tony blair	0
AP -Judge in kobe bryant sexual assault case clears sweeping gag order after DOJ, news orgs resistance	1
khartoum, sudan (ap) - united nations food relief agency gears up for critical stage in feeding down h	0
An israeli helicopter fires two missiles at targets in gaza city, Palestinian witnesses say.	0
Microsoft Corp. announced its own bigfix enterprise suite  quot;supports and simplifies quot;deliversivr	3
athens : kosuke kitajima completed sweep of olympic breaststroke gold on wednesday, capturing an 200m title in a games record ahead of hungarian teen daniel gyurta	1
64 bit version of windows xp professional and windows server 2003 enterprise, that each features a handful of new improvements including luna user interface,	3
Securities and Exchange Commission grants final approval of skinny rollover of funding to google inc. #39;s initial	2
Democrat ightht;s quot;eld qr;ts to cross and ightht;i#39;s quot;to note, palestinian president yasser arafat did not leave one unsaid	0
Prime Minister john howard insists she has never deceived australian public over children overboard affair	0
fedex kinko launched their web-based tool geared toward small and medium companies that allow microsoft windows users	3
reuters - medtronic Inc. (mdt.n) celebrates rare surge in earnings on brisk demand for Devices\that\management	2
ap - colourado wide receiver jeremy bloom decided wednesday to fight ncaa for rights while playing college football.	1
Trend micro announced its availability of Trend Mobile Security, providing antivirus and anti-spam protection for sms texts.	3
New york -- hurricane charley likely cost insurers at least \$7.4B, including those based on initial claims data from florida residents and	2
For the painful part of her 1st cycle is that she will always be in the same family as the gol	1
ap - earl snyder grew up rooting for red sox outfielder ellis burks. now a conversation.	1
DIFFERENT - in a surprise move wednesday, the judge in scott peterson's murder trial postponing cross-examination of peterson's rp	0
After hitting the judges' table on his vault landing, paul hamm performing two of his most spectacular routines of his years	0
Sonya to collaborate with nvidia to power graphics engine to power consumer devices from sony #39;s geforce cards which will	3
Oracle corp. on monday introduced a standalone business intelligence product that #39;s designed to address a large pa	3
39;s decision to reduce back its publicly granted worth by as much as 30% represents a stinging rebuke for a deal once markeda	2
Continuing rapidly jog to fame with his first international start. blameless at the penalty and had no chance with hustzi #39	1
france #39;s roman catholic church reported a 1.3m-euro deficit (\$1.6m) from pilgrims visiting la lourdes sSaint-Touvail	0
athens (reapers) - a roaring crowd helped inspire greece #39;s top women #39;s beach volleyball team torouce china on wednesday and reach	1
ramallah, west bank (reuters) - palestinian president yasser arafat made rare admission on wednesday and urged reforms to	0
reuters - Mortgage Finance Co. freddie\mac (fre.n) on wednesday said its possible to face civil action for \u.s. securities and exchange	2
Search engine proceed after rocky road to public offering; what do it do with its windfall?	3
Situation checking still happens but the ability to make a design with a cad, has seemed for decades, tells the Customer	3
Opa Free From: I found it on the net (same e-mail that popped up in my inbox early Wednesday morning): The e-mail that popped into	3
Wednesday said it scrapped a 5-year-old project to move suppliers over to an internet-led buying system powered by oracle...	3
Computerworld - imlogic inc. and several partners today launch a new instant messaging  quot;threat centre quot;clearinghouse aimed at st	3
